city_id,Hotel_name,Mobile,landline,Email,Contact Person ,Emergency Contact  No,Hotel address,Statecountry_id,Website,Bank Name,Account Type,Account No,Branch,IFSCswift Code,TaxNo,Personal Identification No(PIN),Hotel Category,Child Without Bed From Age,Child Without Bed To Age,Child With Bed From Age,Child With Bed To  Age,Hotel Type,Hotel Description,Opening Balance,Balance Side
1268,Ripple Resort,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Carbyns Cove Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Big Tree Hospitality LLP Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Chidiyatapu  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Grant Oceana Resort,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Codiyaghat  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Signature Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dairy Farm  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,M Subramaniam Ms Hotel MSM Bar-Cum-Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dairy Farm  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,S Muthuraman Ms S MS Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dairy Farm  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri MAnbazhagan Ms Hotel ASM Bar and Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dairy Farm  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Nithia,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Port Meridian Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Dev Haweli,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri K Abdul Nasar Ms Bava Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Shalimar Inn Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Peaks Restaurant & Caterers,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Smti CN Sosamma Ms Holiday Inn Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri SShivarajappa Ms Atithi Palace,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Delanipur  Port blair Andaman and Nicobar Islands 744110,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel North Bay View,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dignabad  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Whistling woods,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Sahara,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Charu Bala Mondal Hotel Blue Mmarlin,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Port Blair Airport,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Akash Chand Ms Million Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Khana Kazana Jay Gopal Mazumder Proprietor,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ashok Biswas Ms Pigeons Nest Hotel & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Anbu,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744110,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Rajadeepam,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dollygunj  Port blair Andaman and Nicobar Islands 744111,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms The Tamarind Tree Hotel Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dudhline  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Relax,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Dudhline  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Shiva Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Golden Bar Cum Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Amber Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,V Knot Residency & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Sher E Punjab,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri S Subramaniam Ms Hotel Vivek,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,A Muruganthan Ms A G Residency Bar Cum Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Prop Smti Gulab Devi Ms Shiva Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Garacharma  Port blair Andaman and Nicobar Islands 744110,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Nakshatra Inn,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Goalghar  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Prop Shri Manish Dey Ms Hotel Astha,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Goalghar  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Abhishekh,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Goalghar  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hoetel Astha,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Goalghar  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Calcutta,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Gurudwara Lane  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Blair ABP Hospitality,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Gurudwara Lane  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Guru International,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Gurudwara Lane  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,GMS Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Dream Palace,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Haddo Point Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri M A Nasir Ms Hotel Hill Top International,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Aaron Franklin Raj Ms The Kings Hotel,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri Devraj Anand Ms DP Cottage Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Tejas,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Drift Wood,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744110,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Circuit House,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Haddo  Port blair Andaman and Nicobar Islands 744111,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri B V Karunagaran Ms Hotel Arthe Bar Cum Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Islands Cove,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms SKS Goldmine Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,SmtiK Vasanthi Ms Sundari,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,R Dharmaraj Ms Dharma Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,S Muthuraman Ms Hotel Shalini Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Prop Shri Mangal Singh Ms Hotel RD International,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,A R Pride Residency,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Humfrigunj  Port blair Andaman and Nicobar Islands 744110,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Appolo,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Kamaraj Nagar  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel TMS,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Kamaraj Nagar  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms New JCEE Food Point,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Lamba Line  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms AM Hospitality,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Lamba Line  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Port Bedwin,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Lamba Line  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,T Anthony Ms Hotel Raj Prakash Bar Cum Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Lamba Line  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,K Rama Moorthy Ms Sun Ray Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Manjery  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Marina De Caf,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Marina Park  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Mohamed Yunus Ms Downtown Restaurant & Caf,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Marine Hill  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Sann Marino Residency,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Middle Point  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Blue Sea Hotel Andamans Pvt Ltd,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Middle Point  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms KV Farm Resort,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Mile Tilak  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,V Karuppaiah Ms KPN Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Mohanpura  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Pakwan,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Mohanpura  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms GKM Grand Hotel,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Nayagoan Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Smti Vijaya Mohanan Ms Green Leaves Bar Cum Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,New Pahargoan  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Islanders Inn,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Chulha Chowka,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms The Taste,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Anchors Inn,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Hotel Velocity Prop Smti Purnima Kar,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744107,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Aravindakshan Pillai C Ms Eat N Joy Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744108,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri Awez Khan Ms Sea Food Delights,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Phoenix Bay  Port blair Andaman and Nicobar Islands 744109,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms Dev Mahal,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prem Nagar  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Prop Smti Manimegalai Ms Hotel Goa Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prem Nagar  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Holiday Resort,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prem Nagar  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,The Dawat Bar & Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prem Nagar  Port blair Andaman and Nicobar Islands 744106,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,ShriC Nagarajan Ms Hotel Nagaraj,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prothrapur  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,The City Orchid Licensee Shri Rahul Sikdar,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prothrapur  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Prop Shri Yashwant Lall Ms Hotel Lall Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Prothrapur  Port blair Andaman and Nicobar Islands 744105,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Smti KVannaka Mary Ms Praveen Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,School Line  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Ms KP Games and Eatrers Pvt Ltd,9096685012,,pramod@itwebservicesco,pramod Kotkar,,School Line  Port blair Andaman and Nicobar Islands 744104,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,APT Bar And Restaurant,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Shaidpur  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Hotel Green Island Resort,9096685012,,pramod@itwebservicesco,pramod Kotkar,,Sippighat  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
1268,Shri Kshitish Chandra KarakMs Ananya Residency,9096685012,,pramod@itwebservicesco,pramod Kotkar,,South Point  Port blair Andaman and Nicobar Islands 744103,3,,,,,,,,,3 star,2,4,5,11,,,,
